"","X","region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"6464",6464,"PACIFIC","$4000 TO 4999","PRETTY HAPPY",57,"BELOW AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",1977
"27245",27245,"PACIFIC","$25000 OR MORE","VERY HAPPY",35,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",1993
"29420",29420,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",32,"AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",1994
"52347",52347,"E. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",60,"AVERAGE","DIVORCED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","LIBERAL","MALE",2010
"35006",35006,"NEW ENGLAND","$25000 OR MORE","PRETTY HAPPY",43,"FAR BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",1998
"47844",47844,"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",47,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","KEEPING HOUSE","IND NEAR REP","MODERATE","FEMALE",2006
"23442",23442,"PACIFIC",NA,"PRETTY HAPPY",74,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"RETIRED","INDEPENDENT",NA,"MALE",1990
"20502",20502,"W. SOU. CENTRAL","$15000 - 19999","PRETTY HAPPY",29,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","MALE",1988
"38269",38269,"E. NOR. CENTRAL",NA,"PRETTY HAPPY",43,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT",NA,"FEMALE",2000
"48408",48408,"E. NOR. CENTRAL","$25000 OR MORE",NA,59,NA,"MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"37728",37728,"E. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",63,"ABOVE AVERAGE","DIVORCED","BACHELOR","EXCELLENT","UNEMPL LAID OFF","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2000
"37343",37343,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",80,"ABOVE AVERAGE","WIDOWED","HIGH SCHOOL","EXCELLENT","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","MALE",2000
"46796",46796,"E. NOR. CENTRAL","$20000 - 24999",NA,55,NA,"DIVORCED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","FEMALE",2006
"27389",27389,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",38,"AVERAGE","DIVORCED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","CONSERVATIVE","MALE",1993
"11075",11075,"SOUTH ATLANTIC","$10000 - 14999","VERY HAPPY",37,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",1982
"47573",47573,"E. SOU. CENTRAL","$25000 OR MORE",NA,72,NA,"WIDOWED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"16214",16214,"SOUTH ATLANTIC","$15000 - 19999","VERY HAPPY",68,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG REPUBLICAN","MODERATE","FEMALE",1985
"25060",25060,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",23,"ABOVE AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",1991
"16739",16739,"E. SOU. CENTRAL","$1000 TO 2999","PRETTY HAPPY",81,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","KEEPING HOUSE","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",1985
"23551",23551,"W. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",24,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1990
"9140",9140,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",34,"ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","KEEPING HOUSE","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1980
"40445",40445,"MIDDLE ATLANTIC","REFUSED",NA,54,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG REPUBLICAN",NA,"MALE",2002
"39999",39999,"PACIFIC","$8000 TO 9999",NA,24,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","INDEPENDENT",NA,"MALE",2002
"36543",36543,"W. SOU. CENTRAL","REFUSED","PRETTY HAPPY",57,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2000
"43479",43479,"W. NOR. CENTRAL","$20000 - 24999","VERY HAPPY",72,"AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2004
"6004",6004,"NEW ENGLAND","$10000 - 14999","PRETTY HAPPY",25,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","MALE",1977
"827",827,"E. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",56,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN",NA,"FEMALE",1973
"12574",12574,"E. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",40,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"UNEMPL LAID OFF","IND NEAR DEM",NA,"FEMALE",1983
"35772",35772,"NEW ENGLAND","$6000 TO 6999","PRETTY HAPPY",37,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","SCHOOL","IND NEAR DEM","EXTRMLY CONSERVATIVE","MALE",1998
"15146",15146,"W. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG REPUBLICAN","MODERATE","FEMALE",1984
"51245",51245,"SOUTH ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",47,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2008
"18409",18409,"PACIFIC","$15000 - 19999","VERY HAPPY",28,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",1986
"39098",39098,"E. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",29,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",2000
"17394",17394,"NEW ENGLAND","$15000 - 19999","PRETTY HAPPY",28,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",1986
"16031",16031,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",42,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",1985
"18703",18703,"MIDDLE ATLANTIC","$25000 OR MORE","PRETTY HAPPY",65,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",1987
"28591",28591,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",28,"AVERAGE","NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",1994
"30440",30440,"E. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",42,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",1994
"50783",50783,"PACIFIC","$10000 - 14999","PRETTY HAPPY",82,"FAR BELOW AVERAGE","DIVORCED","JUNIOR COLLEGE",NA,"RETIRED","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2008
"5513",5513,"MOUNTAIN","$20000 - 24999","PRETTY HAPPY",20,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","LIBERAL","MALE",1976
"45114",45114,"PACIFIC","REFUSED",NA,58,NA,"MARRIED","BACHELOR","POOR","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"53201",53201,"SOUTH ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",67,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2010
"6779",6779,"MIDDLE ATLANTIC",NA,"PRETTY HAPPY",56,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1977
"15443",15443,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",26,"AVERAGE","NEVER MARRIED","GRADUATE","GOOD","TEMP NOT WORKING","STRONG DEMOCRAT","LIBERAL","FEMALE",1985
"15832",15832,"MIDDLE ATLANTIC","$10000 - 14999","PRETTY HAPPY",28,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","FEMALE",1985
"47481",47481,"SOUTH ATLANTIC","$7000 TO 7999",NA,67,NA,"DIVORCED","LT HIGH SCHOOL","POOR","UNEMPL LAID OFF","STRONG DEMOCRAT","LIBERAL","MALE",2006
"28850",28850,"PACIFIC","$25000 OR MORE","VERY HAPPY",33,"ABOVE AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",1994
"27622",27622,"W. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",24,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",1993
"39665",39665,"PACIFIC","$25000 OR MORE",NA,47,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM",NA,"FEMALE",2002
"47953",47953,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",34,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"36779",36779,"E. NOR. CENTRAL",NA,"VERY HAPPY",60,"AVERAGE","WIDOWED","LT HIGH SCHOOL","GOOD","WORKING PARTTIME","STRONG DEMOCRAT","MODERATE","FEMALE",2000
"36744",36744,"PACIFIC","$25000 OR MORE","VERY HAPPY",42,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","KEEPING HOUSE","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2000
"45097",45097,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",49,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2006
"674",674,"PACIFIC","$20000 - 24999","NOT TOO HAPPY",35,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT",NA,"MALE",1973
"32063",32063,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",31,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","EXTRMLY CONSERVATIVE","MALE",1996
"32266",32266,"SOUTH ATLANTIC","$20000 - 24999","VERY HAPPY",43,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",1996
"28311",28311,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",59,NA,"MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",1994
"48833",48833,"SOUTH ATLANTIC","$8000 TO 9999","VERY HAPPY",80,"FAR BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2006
"11328",11328,"MIDDLE ATLANTIC","$25000 OR MORE","NOT TOO HAPPY",41,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1982
"16197",16197,"SOUTH ATLANTIC","$5000 TO 5999","VERY HAPPY",63,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1985
"51859",51859,"W. SOU. CENTRAL","$20000 - 24999","PRETTY HAPPY",37,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","FEMALE",2010
"16983",16983,"MIDDLE ATLANTIC","$20000 - 24999","PRETTY HAPPY",51,"BELOW AVERAGE","DIVORCED","GRADUATE",NA,"WORKING PARTTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",1986
"16869",16869,"SOUTH ATLANTIC","$5000 TO 5999","PRETTY HAPPY",23,"FAR ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","FAIR","SCHOOL","NOT STR REPUBLICAN","SLIGHTLY LIBERAL","FEMALE",1985
"48739",48739,"SOUTH ATLANTIC","$25000 OR MORE",NA,52,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2006
"29790",29790,"W. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",28,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","FEMALE",1994
"49311",49311,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",39,"AVERAGE","DIVORCED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
"42614",42614,"E. NOR. CENTRAL","REFUSED","PRETTY HAPPY",44,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","KEEPING HOUSE","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2004
"34778",34778,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",49,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",1998
"40605",40605,"E. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",61,"AVERAGE","MARRIED","GRADUATE","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2002
"26367",26367,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",67,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"RETIRED","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",1993
"34763",34763,"MIDDLE ATLANTIC","$25000 OR MORE","VERY HAPPY",32,"AVERAGE","MARRIED","BACHELOR","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",1998
"13761",13761,"SOUTH ATLANTIC","$10000 - 14999","PRETTY HAPPY",29,"AVERAGE","NEVER MARRIED","GRADUATE",NA,"WORKING FULLTIME","NOT STR REPUBLICAN",NA,"FEMALE",1983
"6322",6322,"W. SOU. CENTRAL","$15000 - 19999","PRETTY HAPPY",36,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",1977
"32410",32410,"SOUTH ATLANTIC","$7000 TO 7999","PRETTY HAPPY",26,"AVERAGE","NEVER MARRIED","GRADUATE","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","CONSERVATIVE","FEMALE",1996
"10318",10318,"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",58,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",1980
"38265",38265,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",30,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2000
"24837",24837,"PACIFIC","$15000 - 19999","VERY HAPPY",27,"FAR BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",1991
"14527",14527,"W. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",75,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1984
"20526",20526,"NEW ENGLAND","$25000 OR MORE","PRETTY HAPPY",50,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR REP","MODERATE","FEMALE",1988
"14069",14069,"E. NOR. CENTRAL","$20000 - 24999","VERY HAPPY",76,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","MALE",1984
"21049",21049,"SOUTH ATLANTIC","REFUSED","PRETTY HAPPY",72,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"RETIRED","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",1988
"40595",40595,"E. SOU. CENTRAL","$7000 TO 7999",NA,23,NA,"NEVER MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","INDEPENDENT",NA,"FEMALE",2002
"45292",45292,"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",62,"ABOVE AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","UNEMPL LAID OFF","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2006
"35148",35148,"MIDDLE ATLANTIC","$5000 TO 5999","PRETTY HAPPY",87,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT",NA,"FEMALE",1998
"16184",16184,"SOUTH ATLANTIC","$7000 TO 7999","PRETTY HAPPY",29,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1985
"25261",25261,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",46,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",1991
"31552",31552,"SOUTH ATLANTIC","$25000 OR MORE","VERY HAPPY",28,"AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"KEEPING HOUSE","IND NEAR DEM","MODERATE","FEMALE",1996
"7216",7216,"PACIFIC","$15000 - 19999","VERY HAPPY",45,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",1977
"17468",17468,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",30,"AVERAGE","MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1986
"5659",5659,"PACIFIC","$10000 - 14999","VERY HAPPY",47,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","UNEMPL LAID OFF","STRONG DEMOCRAT","LIBERAL","MALE",1976
"15321",15321,"E. SOU. CENTRAL","$10000 - 14999","PRETTY HAPPY",27,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","POOR","KEEPING HOUSE","IND NEAR DEM","MODERATE","FEMALE",1984
"27159",27159,"W. SOU. CENTRAL","$10000 - 14999","PRETTY HAPPY",25,"AVERAGE","NEVER MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",1993
"32350",32350,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",28,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1996
"10354",10354,"SOUTH ATLANTIC","$8000 TO 9999","NOT TOO HAPPY",31,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",1980
"27687",27687,"E. SOU. CENTRAL","$4000 TO 4999","VERY HAPPY",70,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"WORKING PARTTIME","NOT STR DEMOCRAT","EXTRMLY CONSERVATIVE","MALE",1993
"4473",4473,"NEW ENGLAND","$3000 TO 3999","VERY HAPPY",46,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","MODERATE","MALE",1975
"31270",31270,"SOUTH ATLANTIC",NA,"PRETTY HAPPY",53,"AVERAGE","SEPARATED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","MODERATE","FEMALE",1996
"45758",45758,"W. SOU. CENTRAL","$15000 - 19999","NOT TOO HAPPY",20,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",2006
"7345",7345,"E. SOU. CENTRAL","$8000 TO 9999","NOT TOO HAPPY",51,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL","POOR","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",1977
"4373",4373,"NEW ENGLAND","$25000 OR MORE","VERY HAPPY",29,"ABOVE AVERAGE","MARRIED","GRADUATE","EXCELLENT","KEEPING HOUSE","NOT STR DEMOCRAT","MODERATE","FEMALE",1975
"5701",5701,"SOUTH ATLANTIC","$20000 - 24999","PRETTY HAPPY",76,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",1976
"14758",14758,"W. SOU. CENTRAL",NA,"PRETTY HAPPY",21,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",1984
"43819",43819,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",30,"AVERAGE","SEPARATED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2004
"1705",1705,"PACIFIC","$3000 TO 3999","VERY HAPPY",69,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","NOT STR DEMOCRAT","MODERATE","MALE",1974
"18641",18641,"SOUTH ATLANTIC","$25000 OR MORE","PRETTY HAPPY",57,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",1987
"28020",28020,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",45,"AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",1994
"3884",3884,"E. NOR. CENTRAL","$3000 TO 3999","VERY HAPPY",62,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","STRONG DEMOCRAT","CONSERVATIVE","FEMALE",1975
"41657",41657,"E. NOR. CENTRAL","$25000 OR MORE",NA,61,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN",NA,"MALE",2002
"11641",11641,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",28,"BELOW AVERAGE","MARRIED","BACHELOR","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",1982
"3862",3862,"MOUNTAIN","$1000 TO 2999","PRETTY HAPPY",28,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",1975
"52037",52037,"W. NOR. CENTRAL","$15000 - 19999","NOT TOO HAPPY",58,"FAR BELOW AVERAGE","DIVORCED","GRADUATE","IAP","UNEMPL LAID OFF","STRONG DEMOCRAT","LIBERAL","FEMALE",2010
"41858",41858,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",25,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2002
"4803",4803,"MIDDLE ATLANTIC","$10000 - 14999","NOT TOO HAPPY",48,"AVERAGE","MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","MODERATE","MALE",1976
"36835",36835,"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",43,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2000
"18352",18352,"E. SOU. CENTRAL","$20000 - 24999","PRETTY HAPPY",66,"AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",1986
"49813",49813,"W. SOU. CENTRAL","$25000 OR MORE","VERY HAPPY",44,"AVERAGE","MARRIED","BACHELOR","GOOD","KEEPING HOUSE","STRONG REPUBLICAN","MODERATE","FEMALE",2008
"16468",16468,"PACIFIC","$25000 OR MORE","PRETTY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1985
"11213",11213,"SOUTH ATLANTIC","$5000 TO 5999","NOT TOO HAPPY",19,"FAR BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","KEEPING HOUSE","IND NEAR REP","MODERATE","MALE",1982
"32819",32819,"MOUNTAIN","$10000 - 14999","PRETTY HAPPY",62,"BELOW AVERAGE","DIVORCED","GRADUATE","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",1996
"34089",34089,"PACIFIC","$25000 OR MORE","VERY HAPPY",43,"ABOVE AVERAGE","DIVORCED","BACHELOR","EXCELLENT","WORKING FULLTIME","IND NEAR REP","SLGHTLY CONSERVATIVE","MALE",1998
"36401",36401,"W. SOU. CENTRAL","$25000 OR MORE","PRETTY HAPPY",42,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",1998
"11262",11262,"NEW ENGLAND","$25000 OR MORE","VERY HAPPY",60,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","MALE",1982
